Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
Global Doctor,https://www.crunchbase.com/organization/global-doctor,"Health Care, Hospital, Medical, Professional Services","Jakarta, Jakarta Raya, Indonesia","Global Doctor offers family medicine, medical check-ups with pharmacy services, medical evaluations, vaccinations, and DNA testing services.","2,246,936",Active,2001-01-01,year,,,,,For Profit,https://www.globaldoctor.co.id/,,,,,
QDC Technologies,https://www.crunchbase.com/organization/qdc-technologies,"CRM, Information Technology, Infrastructure, Telecommunications, Wireless","Jakarta, Jakarta Raya, Indonesia",QDC Technologies is a telecommunications company located in Jakarta.,"2,255,569",Active,2003-01-01,day,2011-02-03,day,,,For Profit,http://www.qdc.co.id/,,M&A,,,
id/x partners,https://www.crunchbase.com/organization/id-x-partners,Information Technology,"Jakarta, Jakarta Raya, Indonesia",id/x partners provides consulting services that specializes in utilizing data analytic and decisioning (DAD) solutions.,"2,260,675",Active,2002-01-01,year,,,,,For Profit,https://idxpartners.com/,"id/x partners was established in 2002 by ex-bankers and management consultants who have vast experiences in credit cycle and process management, scoring development, and performance management. Our combined experience has served corporations across Asia and Australia regions and in multiple industries, specifically financial services, telecommunications, manufacturing and retail. id/x partners provides consulting services that specializes in utilizing data analytic and decisioning (DAD) solutions combined with an integrated risk management and marketing discipline to help clients optimize the portfolio profitability and business process. Comprehensive consulting service and technology solutions offered by id/x partners makes it as a one-stop service provider.",,,,
Indobit,https://www.crunchbase.com/organization/indobit,"Brand Marketing, E-Commerce, Social Media Marketing, Software, Web Development","Pontianak, Kalimantan Barat, Indonesia","Indobit is an IT company specialises in Web development solution, e-commerce, game development, and internet marketing.","2,269,431",Closed,2003-02-28,day,,,,none,For Profit,http://www.indobit.web.id,"PT. Indobit Technologies is an ICT company located in Pontianak, Indonesia. It was founded by Rosi Abimanyu Yusuf in the early 2003. Indobit specializes in Web development solution, online products, game development, and internet marketing.  Brand development, web site traffic growth, web site UI and advertising revenue. Developed brand strategy and statistics systems. Strategic Consulting, including business plan & sales strategy development. Advising new businesses on formation of corporations and business structures, drafting privacy policies and structuring commercial transactions.",,,,
Surya Makmur Teknik,https://www.crunchbase.com/organization/surya-makmur-teknik,"Industrial, Machinery Manufacturing, Manufacturing","Jakarta, Jakarta Raya, Indonesia",Surya Makmur Teknik is a machinery manufacturing company that specializes in manufacturing heavy duty equipment and spare parts.,"2,274,795",Active,2001-01-01,year,,,,,For Profit,https://ptsumatek.com/,,,,,
Cipta Karya Bangun,https://www.crunchbase.com/organization/cipta-karya-bangun,"Business Intelligence, Industrial Manufacturing, Internet","Jakarta, Jakarta Raya, Indonesia",Cipta Karya Bangun is a internet business intelligence company located in Ragunan.,"2,278,594",Active,2001-01-01,day,,,,,For Profit,http://citra-karya-bangun.indonetwork.co.id/,,,,,
Kokoh Inti Arebama,https://www.crunchbase.com/organization/kokoh-inti-arebama,"Building Material, Construction, Wholesale","Jakarta Pusat, Jakarta Raya, Indonesia",PT. Kokoh Inti Arebama is a building material distributor company.,"2,283,576",Active,2001-07-06,day,2008-04-09,day,,,For Profit,https://pt-kokoh.com/,"PT. Kokoh Inti Arebama is a marketing and distribution company. Their distribution network includes products such as ceramics, roof tiles, granite, sanitary ware, paints, gypsum, waterproof coatings, and instant cement. It also imports foreign granite products.",IPO,,,
Lasallefood,https://www.crunchbase.com/organization/lasallefood,"Food and Beverage, Food Processing","Depok, Jawa Barat, Indonesia","Lasallefood is a food and beverage company that offers syrup, tomato ketchup, chili sauce, salad dressing, mayonnaise, and mustard products.","2,284,498",Active,2002-01-01,year,,,,,For Profit,https://lasallefood.id,,,,,
PT SOLID GOLD BERJANGKA PALEMBANG,https://www.crunchbase.com/organization/pt-solid-gold-berjangka-palembang-e40d,,"Jakarta, Jakarta Raya, Indonesia",PT SOLID GOLD BERJANGKA PALEMBANG - Sebagai salah satu perusahaan pialang terbesar dan teraktif dalam industri perdagangan berjangka,"2,288,875",Active,2002-01-01,day,,,,,For Profit,https://www.sg-berjangka.com/index.php/id/,"PT SOLID GOLD BERJANGKA PALEMBANG - Sebagai salah satu perusahaan pialang terbesar dan teraktif dalam industri perdagangan berjangka, PT Solid Gold Berjangka berkomitmen untuk terus mempelopori pertumbuhan transaksi kontrak berjangka di Indonesia melalui penyelenggaran dan pelaksanaan system transaksi yang teratur, wajar, efisien dan transparan agar industri perdagangan berjangka semakin diterima oleh masyarakat",,,,
Trans Continent,https://www.crunchbase.com/organization/trans-continent,"Freight Service, Logistics, Transportation, Warehousing","Tebet Barat, Jakarta Raya, Indonesia","Trans Continent provides logistics, project cargo, customs clearance, warehousing, ocean freight, and air freight services.","2,299,553",Active,2003-01-01,year,,,,,For Profit,https://tcontinent.com,,,,,
MAHA PROPERTI INDONESIA,https://www.crunchbase.com/organization/maha-properti-indonesia,Real Estate,"Jakarta, Jakarta Raya, Indonesia",Maha properti Indonesia is a real estate firm that offers property development services.,"2,300,186",Active,2004-01-01,day,2018-10-09,day,,,For Profit,http://thekahyangansolo.com/,"Maha properti Indonesia is a mixed use property development company that combines integrated residential, office, and commercial areas. Their property consists of apartments and office buildings that located in a business center surrounded by facilities.",IPO,,,
Nice Tour Bali,https://www.crunchbase.com/organization/nice-tour-bali,"Leisure, Tour Operator, Tourism, Travel Accommodations, Travel Agency","Denpasar, Bali, Indonesia","Nice Tour Bali is a tour operator that provides holiday packages, car rental, travel photography, sightseeing, photoshoots & accommodations.","2,311,395",Active,2001-02-01,day,,,,,For Profit,https://www.nicetourbali.com/,,,,,
Aplikas Servis Persona,https://www.crunchbase.com/organization/aplikas-servis-persona,"Information Technology, Network Security, Service Industry","Jakarta, Jakarta Raya, Indonesia",Aplikas Servis Persona is a member of the Phintraco group that provides IT security solutions.,"2,316,242",Active,2001-01-01,year,,,,,For Profit,http://www.aplikas.com,,,,,
Sinar Surya Artha Semesta,https://www.crunchbase.com/organization/sinar-surya-artha-semesta,,"Jakarta, Jakarta Raya, Indonesia",Sinar Surya Artha Semesta bergerak dibidang penjualan dan penyewaan mesin fotocopy di Indonesia. Main agent fotokopi xerox dan ricoh,"2,323,217",Active,2003-09-07,day,,,,,For Profit,http://www.sinarsuryaartha.com,PT. Sinar Surya Artha Semesta perusahaan yang menjual alat-alat perkantoran khususnya mesin fotokopi di Indonesia. Berperan sebagai distributor mesin fotokopi merk ricoh dan xerox yang sekaligus menangani penjualan sparepart mesin fotocopy,,,,
Matair Terra Solusi,https://www.crunchbase.com/organization/matair-terra-solusi,"Consulting, Information Technology, Software, Web Development","Jakarta, Jakarta Raya, Indonesia",Matair Terra Solusi provides management consulting and software development services in financial markets.,"2,326,631",Active,2004-01-01,year,,,,,For Profit,https://www.matair.co.id,,,,,
AD!JAVA Partnership,https://www.crunchbase.com/organization/ad-java-partnership,"Events, Information Technology, Web Development","Yogyakarta, Yogyakarta, Indonesia","AD!JAVA Partnership is a technology and event agency company that specializes in IT stuff, events, culture events, and events strategies.","2,330,374",Active,2003-01-01,year,,,,,For Profit,https://adjava.co.id,,,,,
GREEN PHARMACY,https://www.crunchbase.com/organization/green-pharmacy,"Health Care, Medical, Pharmaceutical","Japan, Jawa Tengah, Indonesia",GREEN PHARMACY is a dispensing pharmacy management company.,"2,330,961",Active,2000-02-01,month,,,,,For Profit,https://www.gp-inc.co.jp/,,,,,
PT SMR Utama,https://www.crunchbase.com/organization/pt-smr-utama,"Industrial, Mining, Precious Metals","Barat, Jawa Barat, Indonesia",PT SMR Utama is a mining and natural resources company.,"2,330,991",Active,2003-01-01,year,2011-10-10,day,,,For Profit,http://www.smrutama.com,"PT SMR Utama provides mining services. It delivers coal mining services such as clearing land, removing topsoil, drilling and blasting, removing overburden, hauling coal, and reclaiming and rehabilitating mine sites.",IPO,,,
Intelix Global Crossing,https://www.crunchbase.com/organization/intelix-global-crossing,"Information Services, Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",Intelix Global Crossing is an information technology & services company located in Jakarta.,"2,368,443",Active,2001-01-01,day,,,,,For Profit,https://intelix.co.id/,,,,,
Textileone,https://www.crunchbase.com/organization/textileone,"Fashion, Manufacturing, Textiles","Jakarta, Jakarta Raya, Indonesia","Textileone produces polyester-suiting fabrics and mixed-yarn fabrics, catering to corporations and government institutions.","2,369,217",Active,2000-01-01,year,,,,,For Profit,https://textileone.com,"Textileone is a textile company that specializes in the production of various types of fabrics. The company's product range primarily includes polyester suiting fabrics and mixed yarns fabrics. These materials are utilized by a diverse range of clients, including corporates and government institutions. In addition to fabric production, Textileone also offers solutions for daily fabric needs such as work clothes, school uniforms, and office uniforms. The company is committed to sustainability and incorporates semi-automated manufacturing processes in its operations.",,,,
MVCommerce,https://www.crunchbase.com/organization/mvcommerce,"Mobile Payments, Payments","Jakarta, Jakarta Raya, Indonesia",MVCommerce provides mobile channels for conventional banks.,"2,375,984",Active,2002-01-01,year,2016-10-24,day,,,For Profit,http://www.ponselpay.com/,"MVCommerce is uniquely qualified to solve the critical resource gaps faced by the Bank in providing mobile services channels are safe and robust and in reaching the majority of the population is un-Banked. In addition to eliminating a major investment and costly to deliver services, MVCommerce continue to add value by providing support, monitoring, maintaining, improving and expanding the capabilities of operational infrastructure to their Clients.",M&A,,,
Rumah Aqiqah,https://www.crunchbase.com/organization/rumah-aqiqah,Food and Beverage,"Bandung, Jawa Barat, Indonesia",Rumah Aqiqah is a service providing company.,"2,376,209",Active,2003-01-01,year,,,,,For Profit,https://rumahaqiqah.org,"They are a service provider company for Aqiqah, Catering and Sacrifice.  Available in 13 cities in Java and Sumatra. ",,,,
Nusaroma Essential Oils,https://www.crunchbase.com/organization/nusaroma-essential-oils,"Fitness, Health Care, Wellness","Jakarta, Jakarta Raya, Indonesia",Nusaroma Essential Oils is a health care company located in Jakarta.,"2,385,963",Active,2004-01-01,day,,,,,For Profit,https://www.nusaroma.com/,,,,,
Aroff Kids,https://www.crunchbase.com/organization/aroff-kids,Fashion,"Jakarta, Jakarta Raya, Indonesia",Fashion muda-mudi masa kekinian,"2,390,941",Active,2002-02-03,day,,,,,For Profit,https://www.aroffkids.com/,,,,,
HargaPipa,https://www.crunchbase.com/organization/hargapipa,"Civil Engineering, Construction, Supply Chain Management","Tangerang, Jawa Barat, Indonesia","Indonesian Supplier of Pipa PVC, PPR, HDPE, CI, GI, AC, concrete, copper, steel and all kind of pipes.","2,391,871",Active,2000-02-04,day,,,,,For Profit,http://www.hargapipa.com,"Hargapipa.com is here to answer the market demand for quality pipes in various types that are needed in Indonesia. As a pipe supplier, Hargapipa.com always prioritizes customer satisfaction on the timeliness of delivery and availability of pipe stock that can meet customer needs.",,,,
OKE DIGITAL AGENCY,https://www.crunchbase.com/organization/oke-digital-agency,E-Commerce,"Semarang, Jawa Barat, Indonesia",jasa optimasi dan marketing onlie seo semarang / jasa website semarang,"2,394,202",Active,2003-03-04,day,,,,,For Profit,http://www.okedigital.id/,,,,,
Elnusa Bangkanai Energy,https://www.crunchbase.com/organization/elnusa-bangkanai-energy,"Energy, Oil and Gas, Renewable Energy","Jakarta, Jakarta Raya, Indonesia",Elnusa Bangkanai Energy holds and operates Bangkanai PSC which comprises oil and gas reserves.,"2,405,530",Active,2003-01-01,year,2010-11-11,day,,,For Profit,,Elnusa Bangkanai Energy holds and operates Bangkanai PSC which comprises oil and gas reserves.,M&A,,,
MechanicalKeyboards.co.id,https://www.crunchbase.com/organization/mechanicalkeyboards-co-id,"Computer, E-Commerce, Email","Semarang, Jawa Barat, Indonesia","MechanicalKeyboards.co.id is a pioneer of Mechanical Keyboards, Keycaps, and Accessories store in Indonesia.","2,410,289",Active,2000-01-01,year,,,,,For Profit,https://www.mechanicalkeyboards.co.id/,,,,,
Boleh Net,https://www.crunchbase.com/organization/boleh-net,"Digital Media, Internet, Telecommunications","Jakarta, Jakarta Raya, Indonesia",Boleh Net is a telecommunications company located in  Barat.,"2,424,743",Active,2000-01-01,day,,,,,For Profit,http://boleh.net.id/,,,,,
PT. Wahana Sentra Niaga,https://www.crunchbase.com/organization/pt-wahana-sentra-niaga,"Industrial, Retail, Sales, Wholesale","Surabaya, Jawa Timur, Indonesia","PT. Wahana Sentra Niaga provides bolts and nuts, pipes, and plates for industries.","2,434,887",Active,2001-09-21,day,,,,,For Profit,https://www.wahanasn.com,"PT. Wahana Sentra Niaga is a supplier of bolts and nuts, pipes, plates, and other hardware used in iron and steel construction, mining, industrial, communications, and other industries. They provide a wide range of grades, sizes, and varieties of nuts and bolts, as well as installation equipment and services.",,,,
RIFAN GROUP SURABAYA,https://www.crunchbase.com/organization/rifan-group-surabaya,"Finance, Financial Exchanges, Financial Services","Jakarta, Jakarta Raya, Indonesia",RIFAN GROUP SURABAYA is a financial services company.,"2,444,020",Active,2000-01-01,day,,,,,For Profit,http://www.rf-berjangka.com/,,,,,
Hannochs,https://www.crunchbase.com/organization/hannochs,"Lighting, Manufacturing, Product Design","Medan, Sumatera Utara, Indonesia",Hannochs is a computer and electronics manufacturing company that offers the production and sale of lighting and electrical products.,"2,457,537",Active,2000-01-01,year,,,,,For Profit,https://www.hannochs.com/,,,,,
Mutiara Property Group,https://www.crunchbase.com/organization/mutiara-property-group,"Property Development, Real Estate, Residential","Makassar, Sulawesi Selatan, Indonesia",Mutiara Property Group is a property development company that develops properties and houses.,"2,458,803",Active,2003-01-01,year,,,,,For Profit,https://www.mutiaraproperty.com,,,,,
Altermyth,https://www.crunchbase.com/organization/altermyth,"Apps, Gaming, Information Technology","Jakarta, Jakarta Raya, Indonesia",Altermyth is a game and application development company.,"2,462,576",Active,2003-06-01,day,,,,,For Profit,https://www.altermyth.com/,,,,,
Asia Trade Point Futures,https://www.crunchbase.com/organization/asia-trade-point-futures,"Accounting, Consulting, Financial Services","Jakarta, Jakarta Raya, Indonesia",Asia Trade Point Futures provides the best financial service possible by international standards.,"2,471,753",Active,2004-01-01,year,,,,,For Profit,https://asiatradefx.com/,,,,,
Simple Multimedia,https://www.crunchbase.com/organization/simple-multimedia,"Web Design, Web Development, Web Hosting","Denpasar, Bali, Indonesia","Simple Multimedia provides web hosting, web design, and web development services.","2,478,936",Active,2002-07-01,day,,,,,For Profit,https://www.simple.web.id/,,,,,
ePromode,https://www.crunchbase.com/organization/epromode,"Event Management, Events","Lumpur, Jawa Tengah, Indonesia",ePromode is a Malaysia-based marketing company that offers brand activation and sampling services.,"2,479,710",Active,2000-01-01,year,2016-06-06,day,,,For Profit,http://epromode.com/,ePromode has grown by leaps and bounds. ePromode Sdn Bhd is the largest brand activation and sampling company in Malaysia with operations at 15 locations across Peninsula Malaysia and East Malaysia.,M&A,,,
Trindo,https://www.crunchbase.com/organization/trindo,"3D Printing, 3D Technology, Industrial Engineering, Manufacturing","Bandung, Jawa Barat, Indonesia",Trindo was initially a Product Development provider and supplier of metal precision components.,"2,481,303",Active,2003-01-01,year,,,,,For Profit,http://trindo.com/,"Trindo Pratama was initially a Product Development provider and supplier of metal precision components for European market when it was established in 2003. Trindo Pratama has become a provider of Rapid Prototyping service and expanded the wings as manufacturer in precision tool and components. Their high quality customized plastic mold, press tool, jig and fixture are highly valued by Their customer from diverse industry areas such as automotive and aeronautic, household, packaging, electronic, etc. They manufacture also metal parts and components that need high precision machining and unique treatments. Furthermore, Their Trading division supplies original spare parts, high quality cutting tools and precision measurement equipment.",,,,
Maximize Games,https://www.crunchbase.com/organization/maximize-games,"Advertising, Android, Gaming, iOS, Video Games","Yogyakarta, Yogyakarta, Indonesia","Maximize Games develops mobile games, advertising games, casual games, educational games, animation videos, and web design projects.","2,492,818",Active,2000-01-01,day,,,,,For Profit,http://maximizegames.com/,"Maximize Games is a game development company that develops mobile games, advertising games, casual games, educational games, animation videos, and web design projects. Its clients and partners include overseas game developers, game publishers, national and multinational brands, agencies, corporations, and personal game enthusiasts seeking to develop game for their specific needs. The company’s portfolio of games includes Save The Prince, 2 Tasty, Push The Box, Meet Your Mate, The Seawise Chronicle: Untamed Legacy, Silent Scream: The Dancer, Pet Playground, Burger Battle, and more. Maximize Games was founded in 2000 and is based in Indonesia.",,,,
Bukit Uluwatu Villa,https://www.crunchbase.com/organization/bukit-uluwatu-villa,"Hotel, Property Development, Resorts","Jakarta, Jakarta Raya, Indonesia",Bukit Uluwatu Villa develops hotels and resorts that provide hotel guest rooms and restaurant services.,"2,514,996",Active,2000-12-01,day,2010-07-12,day,,,For Profit,https://www.buvagroup.com/,"Bukit Uluwatu Villa engages in the development and management of hotels and resorts. It operates hotel, real estate, and lifestyle, leisure, and entertainment. They provide hotel guest rooms and restaurant services.",IPO,,,
Gihon Telecommunication,https://www.crunchbase.com/organization/gihon-telecommunication,"Electronics, Telecommunications","Tangerang, Jawa Barat, Indonesia",Gihon Telecommunication engages in the telecommunication tower and cellular industry.,"2,517,886",Active,2001-04-27,day,2018-04-09,day,,,For Profit,https://www.gihon-indonesia.com/,"Gihon Telecommunication is an engineering service provider. They are involved in the business of telecommunications towers. Their services, which include design, construction, installation, and network integration, serve the telecommunications industry.",IPO,,,
Kompanyi,https://www.crunchbase.com/organization/kompanyi,Coffee,"Jakarta, Jakarta Raya, Indonesia",Mr.O Coffee Roastery berdiri pada Januari 2016,"2,520,894",Active,2000-03-04,day,,,,,For Profit,https://www.mrocoffee.com,"Harapan kami dengan adanya Mr.O Coffee, kami bisa mengedukasi tentang cara mengkonsumsi kopi yang sehat. Mensejahterakan petani dan berbagi manfaat lainnya kepada masyarakat luas. Sekarang Mr.O Coffee semakin berkembang, kami memiliki beberapa karyawan dan partner-partner bisnis yang tersebar di seluruh Indonesia dan Mancanegara.",,,,
PT Asuransi Jiwa Mega,https://www.crunchbase.com/organization/pt-asuransi-jiwa-mega,Insurance,"Jakarta, Jakarta Raya, Indonesia",PT. Asuransi Jiwa Mega Life provides life insurance services in Indonesia.,"2,532,201",Active,2003-01-01,year,,,,,For Profit,http://megajiwa.co.id,"PT. Asuransi Jiwa Mega Life provides life insurance services in Indonesia. The company was founded in 2003 and is based in Jakarta Selatan, Indonesia. PT.",,,USD,
Aspri Seminar,https://www.crunchbase.com/organization/aspri-seminar,"Corporate Training, Personal Development, Skill Assessment, Training","Jakarta, Jakarta Raya, Indonesia",Aspri Seminar provides seminar and corporate training services for professionals and individuals for overall personality development.,"2,533,848",Active,2000-01-01,year,,,,,For Profit,https://www.aspriseminar.com/,,,,,
Regina realty,https://www.crunchbase.com/organization/regina-realty,"Communities, Property Development, Real Estate, Residential","Jakarta, Jakarta Raya, Indonesia",Regina realty is a real estate firm that provides residential real estate and development services.,"2,542,426",Active,2003-01-01,year,,,,,For Profit,https://reginarealty.co.id,"Regina realty is a  business of developing real estate for sale by erecting buildings and other structures along with the sub-division of lands into plots. A developer can also be just a project owner or an owner and a contractor of a project. They purchase a tract of land, determine the marketing of the property, develop the building program and design, obtain the necessary public approval and financing, build the structures, and rent out, manage, and ultimately sell it.",,,,
Mineola Fashion Indonesia,https://www.crunchbase.com/organization/mineola-fashion-indonesia,"Brand Marketing, Fashion, Web Design","Jakarta, Jakarta Raya, Indonesia",Mineola Fashion Indonesia is a fashion company located in Pantai Indah Kapuk.,"2,547,710",Active,2004-01-01,day,,,,,For Profit,http://www.mymineolafashion.com/,,,,,
99dollar designers,https://www.crunchbase.com/organization/99dollar-designers,"Content, Content Discovery, Publishing, Web Design","Bali, Jawa Barat, Indonesia",99dollar designers provides infographic content writing and publishing services.,"2,552,661",Active,2003-01-01,year,,,,,For Profit,http://99dollardesigners.com/,"We get your instructions about your design and communicate with you and then after deciding what design and angle to take we write the content , execute it and at the end We  deliver all the  work including all files and extensions that you may require without any extra expense.",,,,
Sienconsultant,https://www.crunchbase.com/organization/sienconsultant,"Consulting, Training","Jakarta, Jakarta Raya, Indonesia",Business Strategies,"2,565,853",Closed,2003-04-01,day,,,,none,For Profit,http://sienconsultants.com/,Business Strategies,,,,
Sukses Mandiri,https://www.crunchbase.com/organization/sukses-mandiri,,"Jakarta, Jakarta Raya, Indonesia","Sukses Mandiri adalah perusahaan penyedia layanan sewa genset, AC Standing dan Misty Fan terkemuka di Jakarta Timur","2,566,969",Active,2001-06-01,month,,,,,For Profit,https://www.suksesmandiri.co.id,"Sukses Mandiri atau lebih dikenal Rental Alat Pesta SM didirikan di Pulogebang, Jakarta Timur, pada tahun 2001 oleh bapak H. Suyanto. Didukung dengan SDM yang ahli di bidangnya masing-masing, Sukses Mandiri telah berkembang menjadi sebuah perusahaan penyedia Rental AC Standing dan Sewa Genset Silent terkemuka di Jakarta Timur.  Sejak dulu Sukses Mandiri telah melakukan pengerjaan mega proyek seperti pengadaan AC dan maintenance gedung DPR RI, pengadaan AC dan maintenance gedung MPR RI dan masih banyak mega proyek lainnya yang sudah kami jalankan dengan sukses. Seiring dengan perkembangan bisnis yang sangat pesat, jumlah unit Genset Silent dan AC Standing, Sukses Mandiri juga terus meningkat. Kini perusahaan kami sudah memliki ratusan unit mesin genset silent, AC Standing dan Cooling yang semuanya dalam kondisi terawat. Perkembangan ini direspon positif oleh pimpinan perusahaan kami untuk memperluas lagi sehingga tercetuslah penyediaan Genset dan Cooling Fan. Gagasan ini terwujud karena banyaknya pengalaman yang mengharuskan kami memiliki bisnis baru ini untuk tetap memberikan kepuasan pada pelanggan kami.",,,,
KoranIndonesia,https://www.crunchbase.com/organization/koranindonesia-com,"Information Technology, Software","Jakarta, Jakarta Raya, Indonesia",Berita harian dan terbaru dari seluruh Indonesia,"2,574,593",Closed,2003-06-05,day,,,,none,For Profit,http://www.koranindonesia.com,Indonesia newsreader with text-to-speech functionality.,,,,
Proweb Indonesia,https://www.crunchbase.com/organization/proweb-indonesia,"Information Technology, Web Design, Web Development","Jakarta Pusat, Jakarta Raya, Indonesia",Proweb Indonesia provides web-based information technology solutions.,"2,579,856",Active,2000-01-01,day,,,,,For Profit,https://www.proweb.co.id/,,,,,
SMK TI Airlangga,https://www.crunchbase.com/organization/smk-ti-airlangga,"Education, Information Technology, Primary Education, Secondary Education","Samarinda, Kalimantan Timur, Indonesia","SMK TI Airlangga is a vocational secondary school in Indonesia with majors in multimedia, software engineering, and computer network.","2,580,636",Active,2001-01-01,year,,,,,For Profit,https://www.smkti.net,,,,,
Era Mandiri Cemerlang,https://www.crunchbase.com/organization/era-mandiri-cemerlang,"Manufacturing, Seafood","Jakarta, Jakarta Raya, Indonesia",Era Mandiri Cemerlang is a manufacturer and supplier of seafood products.,"2,605,386",Active,2000-01-01,day,2020-02-12,day,,,For Profit,http://www.indonesiaseafood.net/,"Era Mandiri Cemerlang is a distributor of seafood products. They provide a variety of sea products that include mahi-mahi, tuna, swordfish, oilfish, red snapper, and grouper octopus. They also export seafood products.",IPO,,,
Pt. Digikidz Indonesia,https://www.crunchbase.com/organization/pt-digikidz-indonesia,"Animation, Artificial Intelligence (AI), Education, Graphic Design, Information Technology, Machine Learning, Web Development","Banten, Jawa Barat, Indonesia","Pt. Digikidz Indonesia offers technology-based education, including coding, game development, 3D modelling, and more.","2,605,877",Active,2001-01-01,year,,,,,For Profit,https://digikidz.id,,,,,
Klinik Pela 9,https://www.crunchbase.com/organization/klinik-pela-9,"Health Care, Medical, Psychology","Kramat, Jawa Tengah, Indonesia","Klinik Pela 9 is a healthcare center that offers therapy, psychological tests, and counseling for children with developmental delays.","2,622,094",Active,2000-01-01,year,,,,,For Profit,https://www.klinikpela9.com/,,,,,
Sonicviz,https://www.crunchbase.com/organization/sonicviz,"Information Technology, Professional Services, Software","Japan, Jawa Tengah, Indonesia",Sonicviz is a creative technologist and hands-on technology strategist.,"2,624,493",Active,2002-01-01,year,,,,,For Profit,https://sonicviz.com/,,,,,
Condetsoft,https://www.crunchbase.com/organization/condetsoft,"Education, Software","Jakarta, Jakarta Raya, Indonesia",Condetsoft was founded in 2004 by Novel Yahya. They specializes in software development of mobile computing and games. Some of the famous,"2,651,451",Active,2004-01-01,year,,,,,For Profit,http://www.condetsoft.com,Condetsoft was founded in 2004 by Novel Yahya. They specializes in software development of mobile computing and games. Some of the famous applications are Kamus Lengkap - English N' Indonesia Dictionary and iLearnArabic English Indonesian 3in1.,,,,
Gagasimaji,https://www.crunchbase.com/organization/gagasimaji,"Information and Communications Technology (ICT), Information Services, Information Technology","Bandung, Jawa Barat, Indonesia",Gagasimaji is a information technology services company located in Bandung.,"2,658,207",Active,2004-01-01,day,,,,,For Profit,http://www.gagasimaji.com/,,,,,
Rental Genset Silent,https://www.crunchbase.com/organization/rental-genset-silent,,"Jakarta, Jakarta Raya, Indonesia",Provider sewa genset silent di Jakarta,"2,664,945",Active,2001-02-14,day,,,,,For Profit,https://www.sewajenset.com,Rental Genset Silent merupakan salah satu solusi terbaik untuk memenuhi kebutuhan daya listrik baik untuk industri maupun kebutuhan lainnya. Sukses Mandiri adalah perusahaan profesional penyedia layanan sewa genset silent di Jakarta. Tidak sedikit masyarakat yang belum memahami generator baik dari segi jenis maupun fungsinya. Generator adalah mesin yang berfungsi untuk menghasilkan daya listrik.,,,,
Abankirenk,https://www.crunchbase.com/organization/abankirenk,"Content Creators, Graphic Design, Photography","Depok, Yogyakarta, Indonesia",Abankirenk is a graphic design company located in Depok.,"2,680,320",Active,2004-01-01,day,,,,,For Profit,http://abankirenk.co/,,,,,
Abbasy Aquatic,https://www.crunchbase.com/organization/abbasy-aquatic,"Aquaculture, Pet","Bandung, Jawa Barat, Indonesia","The Abbasy Aquatic deals in ornamental fish, shrimp, snail, aqua plants, fish food, frozen food.","2,694,732",Active,2003-01-26,day,,,,,For Profit,https://www.abbasy-aquatic.com,"Abbasy Aquatic is a brand from Indonesia operating globally and was founded in 2003. The Abbasy Aquatic deals in ornamental fish, shrimp, snail, aqua plants, fish food, frozen food. We are able to ship directly from our farms and collection facilities in Indonesia. Each package is a custom packed box, depend on your needs to meet your expectations.",,,,
Tri Mandiri Group,https://www.crunchbase.com/organization/tri-mandiri-group,"Automotive, Professional Services, Retail","Jakarta Pusat, Jakarta Raya, Indonesia","Tri Mandiri Group is an authorized dealership for Isuzu, Daihatsu, and Honda Motor that also offers after sales services and spare parts.","2,700,077",Active,2004-01-01,year,,,,,For Profit,https://trimandirigroup.com/,,,,,
PT. BPR Sumber Arta,https://www.crunchbase.com/organization/pt-bpr-sumber-arta,"Banking, Financial Services, Professional Services","Sragen, Jawa Tengah, Indonesia",PT. BPR Sumber Arta is a banking services provider.,"2,709,055",Active,2004-01-01,year,,,,,For Profit,https://sumberarta.com,,,,,
Good Food Culinary,https://www.crunchbase.com/organization/good-food-culinary,"Food and Beverage, Hospitality, Restaurants","Penjaringan, Jakarta Raya, Indonesia","Good Food Culinary is a food and beverage company that provides food, snacks, and hospitality.","2,734,231",Active,2003-01-01,year,,,,,For Profit,https://www.gfculinary.com,,,,,
AudioJogja,https://www.crunchbase.com/organization/audiojogja,"Audio, Electronics, Retail","Yogyakarta, Yogyakarta, Indonesia","AudioJogja distributes and installs a rear camera, a headrest monitor, a power amplifier, and a speaker split component.","2,753,188",Active,2002-01-01,year,,,,,For Profit,https://www.audiojogja.com,,,,,
San Juan Ventures,https://www.crunchbase.com/organization/san-juan-ventures,"Furniture, Manufacturing","Denpasar, Bali, Indonesia","SJV provides a unique design and manufacturing platform which focuses on custom, bespoke, ‘artisan’ products applicable to residential.","2,754,988",Active,2003-01-01,year,,,,,For Profit,https://www.sanjuanventures.com,,,,,
