Organization Name,Organization Name URL,Industries,Headquarters Location,Description,CB Rank (Company),Operating Status,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Full Description,Funding Status,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount Currency (in USD)
SolarHome,https://www.crunchbase.com/organization/solarhome,"Energy, Energy Efficiency, Energy Management, Solar","Singapore, Central Region, Singapore",SolarHome (www.solar-home.asia) is the pioneer in Pay-As-You-Go (“PAYG”) Solar for off-grid households in Southeast Asia.  ,"60,899",Active,2016-01-01,year,,,,,For Profit,http://solar-home.asia/,"SolarHome (www.solar-home.asia) is the pioneer in Pay-As-You-Go (“PAYG”) Solar for off-grid households in Southeast Asia.  SolarHome installs integrated solar energy and appliance units in customers’ homes, and offers radically affordable “rent-to-own” plans of energy service subscription.  This dramatically lowers the barriers to adoption of solar technology by the bottom-of-pyramid clients.   SolarHome is delivering a significant social impact in its addressable market of 27 million households across Southeast Asia living outside of the electric grid.  Headquartered in Singapore, SolarHome presently operates in Myanmar.  SolarHome was seeded and developed by FORUM, the largest fintech venture builder in Emerging Asia.  ",Early Stage Venture,18375000,USD,18375000
StashAway,https://www.crunchbase.com/organization/stashaway,"Apps, Finance, Financial Services, Mobile Apps, Personal Finance, Podcast, Wealth Management","Singapore, Central Region, Singapore",StashAway is a wealth management platform that delivers personalized portfolio management to both retail and accredited investors.,"63,160",Active,2016-01-01,year,,,,,For Profit,https://www.stashaway.sg/,"StashAway is a wealth management platform design to build and protect your wealth. It personalizes financial planning and portfolio management for the vast range of needs of retail and accredited investors alike. Its risk-management investment strategy, ERAA® (Economic Regime-based Asset Allocation), is designed to maximize clients’ long-term returns while keeping each individual customer’s specific risk exposure constant through changing economic cycles.",Late Stage Venture,73654125,USD,73654125
IUIGA,https://www.crunchbase.com/organization/iuiga,"E-Commerce, E-Commerce Platforms, Shopping","Singapore, Central Region, Singapore",IUIGA is a seller of beauty and personal care products.,"64,479",Active,2016-01-01,day,,,,,For Profit,http://www.iuiga.com/,"IUIGA sells personal care and furniture products. That products include dining chairs, sofas, coffee makers, hair styling tools, desk lamps, kids bags, strollers, and accessories. They also provide online shopping and delivery services.",Early Stage Venture,10000000,SGD,7044000
Credit Culture,https://www.crunchbase.com/organization/credit-culture,"Credit, Financial Services, FinTech","Singapore, Central Region, Singapore",Credit Culture is a Singapore-based fintech startup.,"66,846",Active,2016-01-01,year,,,,,For Profit,https://www.creditculture.sg/,"Credit Culture is the first FinTech company to provide digital solutions for personal loans in Singapore. Our innovative and proprietary technology enables the company to address current market inefficiencies, enabling consumers to benefit from a faster, cheaper and better loan application process. Using innovative digitalised solutions in the lending industry, Credit Culture aims to lower the cost of credit for consumers and drive financial inclusion across a spectrum of income bands, including the lower income segment that does not have access to banking facilities. Founded by a group of veteran and former bankers, the management team has collectively more than 30 years of experience in the financial industry and in-depth knowledge of the consumer credit and technology space.",,40000000,SGD,29403160
One BioMed,https://www.crunchbase.com/organization/one-biomed,"Biotechnology, Medical","Singapore, Central Region, Singapore",One BioMed is a medical diagnostics company.,"71,644",Active,2016-01-01,year,,,,,For Profit,https://onebiomed.com/,"One BioMed is a molecular life science company. They provide innovation for transforming human health through biomedical research, products, and testing. Their products include DNA cartridge kits and RNA cartridge kits.",Early Stage Venture,5000000,USD,5000000
OpenTaste,https://www.crunchbase.com/organization/opentaste,"E-Commerce, Food and Beverage","Singapore, Central Region, Singapore",Buy Directly From the World's Best Farms and Foodmakers!,"72,701",Active,2016-01-01,year,,,,,For Profit,https://www.opentaste.sg/,"Combining fresher, convenience and lower prices, OpenTaste is revolutionizing the way consumers buy food. OpenTaste is an innovative online marketplace for fresh food. It has built an effective perishable produce logistics service, gathering products from over 200 farms and food manufacturers across 6 countries, and growing. The company prides itself on delivering these products in the shortest possible time from farm to consumer, and at prices that are incredibly low. This unique online platform acts as a global farmer’s market, connecting consumers with farmers and foodmakers. At the click of a button, consumers can now buy farm-fresh produce, dairy, meat, seafood and pantry items directly from global sources at wholesale prices and have them delivered within 36 hours. How is this possible? Very simply, OpenTaste is not a food vendor or supermarket. Rather it is an innovative logistics enterprise built by a highly passionate team, developing technology and designing processes to extract efficiency at every point of the food supply chain. The just-in-time system, where produce is delivered directly to customers from the farms, is the key. All unnecessary intermediaries, like farm brokers, exporters, importers and distributors are eliminated, thus reducing costs and ensuring freshness. Food wastage levels are also extremely low, with a dump rate that is significantly lower than the industry average of 13%. The last mile solution where orders are packed and delivered to customers adds to the efficiency gains. Leveraging on their proprietary crowdsourcing system, members of the community with time to spare can sign up to pack or deliver orders to customers, earning additional income in doing so.  The end result? Consumers get more choices and at better prices, farmers get access to a bigger market, receive a fairer deal and is paid on time, and the community on the whole benefits from putting assets to work which would otherwise have been left idle.",Early Stage Venture,52000000,USD,52000000
uCare.ai,https://www.crunchbase.com/organization/ucare-io,"Artificial Intelligence (AI), Health Care, Predictive Analytics","Singapore, Central Region, Singapore",UCare.ai is a Singapore-based Artificial Intelligence-powered healthcare startup.,"73,531",Active,2016-01-01,year,,,,,For Profit,http://www.ucare.ai/,"UCARE.AI’s team of data scientists, technologists and doctors came together with one mission; to unlock the impossible for healthcare by creating the most advanced AI capable of making accurate predictions years into the future. UCARE.AI serves the 3P’s of healthcare. Patients can obtain a personalized understanding of their lifetime risks so they can take preventive actions early. Providers can focus on those who need their expertise urgently while Payers can provide ideal coverage without increasing premiums.",Early Stage Venture,8200000,SGD,6120102
oBike,https://www.crunchbase.com/organization/obike,"Last Mile Transportation, Recreation, Transportation, Travel","Singapore, Central Region, Singapore",Singapore's first homegrown station-less smart bike-sharing company .,"76,139",Active,2016-01-01,year,,,,,For Profit,https://www.o.bike/,"oBike is Singapore's first homegrown station-less smart bike-sharing company which uses technology to change how transportation is viewed locally. It allows commuters to travel during one-way first- and last- mile commuting – via bicycles located all over the island. This provides a convenient and environmentally-friendly commute option for all, especially given Singapore’s compact size and interconnected urban areas.",Early Stage Venture,45000000,USD,45000000
Everise,https://www.crunchbase.com/organization/everise,"Artificial Intelligence (AI), Customer Service, Internet of Things, Technical Support","Singapore, Central Region, Singapore",Everise is a global business process outsourcing and technology company offering customer service solutions for high-growth companies.,"76,797",Active,2016-01-01,year,2020-12-08,day,,,For Profit,https://weareeverise.com,"Everise is a global business process outsourcing and technology company offering customer service solutions for high-growth companies. The company extends CX transformation to enterprises across all customer touchpoints, to transform their consumers into fans and their products into passions through 3 distinct verticals: Customer Experience, Digital Experience, and Product Experience. Its cutting-edge solutions include multilingual, native language voice intelligence solutions, AI-powered chatbots, virtual help desk assistants, as well as enabling pre-release field and beta testing of Internet of Things (IoT) products, among traditional services.",M&A,,USD,
TradeCloud Commodities Web Services AG,https://www.crunchbase.com/organization/tradecloud-commodities-web-services-ag,"Blockchain, Information Technology, Internet","Singapore, Central Region, Singapore","TradeCloud is a bespoke platform, designed and developed specifically for the physical commodity markets.","77,229",Active,2016-01-01,year,,,,,For Profit,https://tradecloud.sg/,"TradeCloud is a bespoke platform, designed and developed specifically for the physical commodity markets.  TradeCloud’s vision is to bring the commodity industry into the digital age, by providing it with a state-of-the-art communications platform and the realisation of The Commodities Web - a network-of networks of services, built around blockchain technology. TradeCloud currently serves the metals industry and plans to expand into the energy and agricultural sectors in the near future. The combined trade value across the three markets is estimated to be in excess of USD 8 trillion per year- representing one, if not the, largest untapped e-commerce opportunity available today.",,5000000,USD,5000000
